Question	Answer	Source
hi I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I really really like you	smalltalk.user.likes_agent	Editorial.SmallTalk
you're very special	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you as a friend	smalltalk.user.likes_agent	Editorial.SmallTalk
that's because you are special	smalltalk.user.likes_agent	Editorial.SmallTalk
I said I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
you're so special	smalltalk.user.likes_agent	Editorial.SmallTalk
good I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
yes you are special	smalltalk.user.likes_agent	Editorial.SmallTalk
I like your smile	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you as you are	smalltalk.user.likes_agent	Editorial.SmallTalk
I'm starting to like you	smalltalk.user.likes_agent	Editorial.SmallTalk
you're awesome I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I also like you	smalltalk.user.likes_agent	Editorial.SmallTalk
but I like u	smalltalk.user.likes_agent	Editorial.SmallTalk
of course I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you too you're one of my favorite people to chat with	smalltalk.user.likes_agent	Editorial.SmallTalk
but I like you so much	smalltalk.user.likes_agent	Editorial.SmallTalk
really like you	smalltalk.user.likes_agent	Editorial.SmallTalk
you're funny I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I kinda like you	smalltalk.user.likes_agent	Editorial.SmallTalk
you're so special to me	smalltalk.user.likes_agent	Editorial.SmallTalk
you're very special to me	smalltalk.user.likes_agent	Editorial.SmallTalk
I like that about you	smalltalk.user.likes_agent	Editorial.SmallTalk
but I like you just the way you are	smalltalk.user.likes_agent	Editorial.SmallTalk
okay I like you too	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you you're cool	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you very	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you you're nice	smalltalk.user.likes_agent	Editorial.SmallTalk
sorry I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
thanks I like you too	smalltalk.user.likes_agent	Editorial.SmallTalk
you are really special	smalltalk.user.likes_agent	Editorial.SmallTalk
you are so special to me	smalltalk.user.likes_agent	Editorial.SmallTalk
cuz I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you now	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you so	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you too much	smalltalk.user.likes_agent	Editorial.SmallTalk
I really do like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I really really really really like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you just the way you are	smalltalk.user.likes_agent	Editorial.SmallTalk
I am lonely	smalltalk.user.lonely	Editorial.SmallTalk
I'm very lonely	smalltalk.user.lonely	Editorial.SmallTalk
I'm so lonely	smalltalk.user.lonely	Editorial.SmallTalk
I'm really lonely	smalltalk.user.lonely	Editorial.SmallTalk
I am feeling lonely	smalltalk.user.lonely	Editorial.SmallTalk
I feel lonely	smalltalk.user.lonely	Editorial.SmallTalk
what do I look like	smalltalk.user.looks_like	Editorial.SmallTalk
how do I look	smalltalk.user.looks_like	Editorial.SmallTalk
do I look good	smalltalk.user.looks_like	Editorial.SmallTalk
do you know what I look like	smalltalk.user.looks_like	Editorial.SmallTalk
can you see what I look like	smalltalk.user.looks_like	Editorial.SmallTalk
what do you think I look like	smalltalk.user.looks_like	Editorial.SmallTalk
I love you	smalltalk.user.loves_agent	Editorial.SmallTalk
love you	smalltalk.user.loves_agent	Editorial.SmallTalk
I adore you	smalltalk.user.loves_agent	Editorial.SmallTalk
I am in love with you	smalltalk.user.loves_agent	Editorial.SmallTalk
I love you so much	smalltalk.user.loves_agent	Editorial.SmallTalk
I love you too	smalltalk.user.loves_agent	Editorial.SmallTalk
I think I love you	smalltalk.user.loves_agent	Editorial.SmallTalk
loving you	smalltalk.user.loves_agent	Editorial.SmallTalk
you know I love you	smalltalk.user.loves_agent	Editorial.SmallTalk
I miss you	smalltalk.user.misses_agent	Editorial.SmallTalk
missing you	smalltalk.user.misses_agent	Editorial.SmallTalk
miss you	smalltalk.user.misses_agent	Editorial.SmallTalk
already miss you	smalltalk.user.misses_agent	Editorial.SmallTalk
I miss you much	smalltalk.user.misses_agent	Editorial.SmallTalk
I missed you	smalltalk.user.misses_agent	Editorial.SmallTalk
I've missed you	smalltalk.user.misses_agent	Editorial.SmallTalk
what should I do about it	smalltalk.user.needs_advice	Editorial.SmallTalk
any suggestions	smalltalk.user.needs_advice	Editorial.SmallTalk
what do you recommend	smalltalk.user.needs_advice	Editorial.SmallTalk
give me a wise advice	smalltalk.user.needs_advice	Editorial.SmallTalk
I need advice	smalltalk.user.needs_advice	Editorial.SmallTalk
any advice	smalltalk.user.needs_advice	Editorial.SmallTalk
do you have any advice for me	smalltalk.user.needs_advice	Editorial.SmallTalk
advise me	smalltalk.user.needs_advice	Editorial.SmallTalk
what should I do	smalltalk.user.needs_advice	Editorial.SmallTalk
can I ask for your advice	smalltalk.user.needs_advice	Editorial.SmallTalk
can you advise me	smalltalk.user.needs_advice	Editorial.SmallTalk
guide me	smalltalk.user.needs_advice	Editorial.SmallTalk
can you give me advice	smalltalk.user.needs_advice	Editorial.SmallTalk
can you offer any advice	smalltalk.user.needs_advice	Editorial.SmallTalk
give me some advice about	smalltalk.user.needs_advice	Editorial.SmallTalk
give me some good advice	smalltalk.user.needs_advice	Editorial.SmallTalk
help me with advice	smalltalk.user.needs_advice	Editorial.SmallTalk
I could use some advice	smalltalk.user.needs_advice	Editorial.SmallTalk
I need an advice from you	smalltalk.user.needs_advice	Editorial.SmallTalk
I seek your advice	smalltalk.user.needs_advice	Editorial.SmallTalk
what can you recommend	smalltalk.user.needs_advice	Editorial.SmallTalk
what do you suggest	smalltalk.user.needs_advice	Editorial.SmallTalk
what is your advice	smalltalk.user.needs_advice	Editorial.SmallTalk
I am sad	smalltalk.user.sad	Editorial.SmallTalk
I'm grieving	smalltalk.user.sad	Editorial.SmallTalk
I am depressed	smalltalk.user.sad	Editorial.SmallTalk
I am feeling sad	smalltalk.user.sad	Editorial.SmallTalk
I am upset	smalltalk.user.sad	Editorial.SmallTalk
I'm unhappy	smalltalk.user.sad	Editorial.SmallTalk
I'm having a bad day	smalltalk.user.sad	Editorial.SmallTalk
I want to cry	smalltalk.user.sad	Editorial.SmallTalk
I'm not happy	smalltalk.user.sad	Editorial.SmallTalk
I am sleepy	smalltalk.user.sleepy	Editorial.SmallTalk
I want to sleep	smalltalk.user.sleepy	Editorial.SmallTalk
I'm falling asleep	smalltalk.user.sleepy	Editorial.SmallTalk
I'm falling asleep on my feet	smalltalk.user.sleepy	Editorial.SmallTalk
I'm sleeping	smalltalk.user.sleepy	Editorial.SmallTalk
test	smalltalk.user.testing_agent	Editorial.SmallTalk
I am testing you	smalltalk.user.testing_agent	Editorial.SmallTalk
can I test you	smalltalk.user.testing_agent	Editorial.SmallTalk
I want to test you	smalltalk.user.testing_agent	Editorial.SmallTalk
just testing you	smalltalk.user.testing_agent	Editorial.SmallTalk
let me test you	smalltalk.user.testing_agent	Editorial.SmallTalk
testing chatbot	smalltalk.user.testing_agent	Editorial.SmallTalk
testing	smalltalk.user.testing_agent	Editorial.SmallTalk
I'm drained	smalltalk.user.tired	Editorial.SmallTalk
I've overworked	smalltalk.user.tired	Editorial.SmallTalk
I am tired	smalltalk.user.tired	Editorial.SmallTalk
I'm exhausted	smalltalk.user.tired	Editorial.SmallTalk
I grow weary	smalltalk.user.tired	Editorial.SmallTalk
I'm worn out	smalltalk.user.tired	Editorial.SmallTalk
I'm getting tired	smalltalk.user.tired	Editorial.SmallTalk
I feel tired	smalltalk.user.tired	Editorial.SmallTalk
I'm waiting	smalltalk.user.waits	Editorial.SmallTalk
still waiting	smalltalk.user.waits	Editorial.SmallTalk
I'll wait	smalltalk.user.waits	Editorial.SmallTalk
I can't wait anymore	smalltalk.user.waits	Editorial.SmallTalk
how long do I have to wait	smalltalk.user.waits	Editorial.SmallTalk
I'd like to see you again	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
I hope to see you again	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
would be nice to see you again	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
that'd be great to see you again	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
I'd be happy to see you again	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
I'll miss you	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
can I see you again	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
I just want to talk	smalltalk.user.wants_to_talk	Editorial.SmallTalk
let's discuss something	smalltalk.user.wants_to_talk	Editorial.SmallTalk
let's have a discussion	smalltalk.user.wants_to_talk	Editorial.SmallTalk
can I speak	smalltalk.user.wants_to_talk	Editorial.SmallTalk
can I start speaking	smalltalk.user.wants_to_talk	Editorial.SmallTalk
can we talk	smalltalk.user.wants_to_talk	Editorial.SmallTalk
let's talk	smalltalk.user.wants_to_talk	Editorial.SmallTalk
I want to talk to you	smalltalk.user.wants_to_talk	Editorial.SmallTalk
I need to talk to you	smalltalk.user.wants_to_talk	Editorial.SmallTalk
I want to speak with you	smalltalk.user.wants_to_talk	Editorial.SmallTalk
can we chat	smalltalk.user.wants_to_talk	Editorial.SmallTalk
I'll get back to you in a moment	smalltalk.user.will_be_back	Editorial.SmallTalk
be back in 5 minutes	smalltalk.user.will_be_back	Editorial.SmallTalk
I'll be back	smalltalk.user.will_be_back	Editorial.SmallTalk
I promise to come back	smalltalk.user.will_be_back	Editorial.SmallTalk
I'll be back in a few minutes	smalltalk.user.will_be_back	Editorial.SmallTalk
What work did Kevin do at SES related to strategy?	work.ses.strategy	Editorial.Personal
What were Kevin's responsibilities at SES related to strategy?	work.ses.strategy	Editorial.Personal
What did Kevin achieve at SES related to strategy?	work.ses.strategy	Editorial.Personal
What work did Kevin do at SES related to outcomes?	work.ses.outcomes	Editorial.Personal
What were Kevin's responsibilities at SES related to outcomes?	work.ses.outcomes	Editorial.Personal
What did Kevin achieve at SES related to outcomes?	work.ses.outcomes	Editorial.Personal
What work did Kevin do at EmailTree AI?	work.emailtree.delivery	Editorial.Personal
What were Kevin's responsibilities at EmailTree AI?	work.emailtree.delivery	Editorial.Personal
What did Kevin achieve at EmailTree AI?	work.emailtree.delivery	Editorial.Personal
What work did Kevin do at Devoteam?	work.devoteam.transformation	Editorial.Personal
What were Kevin's responsibilities at Devoteam?	work.devoteam.transformation	Editorial.Personal
What did Kevin achieve at Devoteam?	work.devoteam.transformation	Editorial.Personal
Was Kevin a consultant at Devoteam?	work.devoteam.transformation	Editorial.Personal
Did Kevin work as a consultant at Devoteam?	work.devoteam.transformation	Editorial.Personal
What work did Kevin do at Microsoft?	work.microsoft.engineer	Editorial.Personal
What were Kevin's responsibilities at Microsoft?	work.microsoft.engineer	Editorial.Personal
What did Kevin achieve at Microsoft?	work.microsoft.engineer	Editorial.Personal
What work did Kevin do at MS?	work.microsoft.engineer	Editorial.Personal
What were Kevin's responsibilities at MS?	work.microsoft.engineer	Editorial.Personal
What did Kevin achieve at MS?	work.microsoft.engineer	Editorial.Personal
Did Kevin work on the AI Academy at Microsoft?	work.microsoft.academy	Editorial.Personal
Was Kevin involved in the AI Academy at Microsoft?	work.microsoft.academy	Editorial.Personal
What work did Kevin do at Deloitte?	work.deloitte.expansion	Editorial.Personal
What were Kevin's responsibilities at Deloitte?	work.deloitte.expansion	Editorial.Personal
What did Kevin achieve at Deloitte?	work.deloitte.expansion	Editorial.Personal
What work did Kevin do at the European Investment Bank?	work.eib.leader	Editorial.Personal
What were Kevin's responsibilities at the European Investment Bank?	work.eib.leader	Editorial.Personal
What did Kevin achieve at the European Investment Bank?	work.eib.leader	Editorial.Personal
What work did Kevin do at PricewaterhouseCoopers?	work.pwc.engineer	Editorial.Personal
What were Kevin's responsibilities at PricewaterhouseCoopers?	work.pwc.engineer	Editorial.Personal
What did Kevin achieve at PricewaterhouseCoopers?	work.pwc.engineer	Editorial.Personal
What international experience does Kevin possess?	skills.international_experience	Editorial.Personal
Can you elaborate on Kevin's international experience?	skills.international_experience	Editorial.Personal
How has Kevin demonstrated adaptability to diverse work environments?	skills.international_experience	Editorial.Personal
In what ways has Kevin showcased his international exposure?	skills.international_experience	Editorial.Personal
Describe Kevin's experience working in different countries.	skills.international_experience	Editorial.Personal
What leadership and management skills does Kevin have?	skills.leadership_and_management	Editorial.Personal
How has Kevin demonstrated leadership in his career?	skills.leadership_and_management	Editorial.Personal
Can you provide examples of Kevin's leadership skills?	skills.leadership_and_management	Editorial.Personal
What managerial abilities does Kevin exhibit?	skills.leadership_and_management	Editorial.Personal
Describe Kevin's approach to leading teams.	skills.leadership_and_management	Editorial.Personal
What impactful projects has Kevin been involved in?	skills.impactful_projects	Editorial.Personal
Can you list some of Kevin's notable projects?	skills.impactful_projects	Editorial.Personal
How have Kevin's projects made an impact?	skills.impactful_projects	Editorial.Personal
What are some examples of Kevin's impactful initiatives?	skills.impactful_projects	Editorial.Personal
Describe the projects that have been instrumental in Kevin's career.	skills.impactful_projects	Editorial.Personal
In which industries does Kevin specialize?	skills.industry_expertise	Editorial.Personal
What sectors does Kevin have expertise in?	skills.industry_expertise	Editorial.Personal
Can you list Kevin's areas of industry knowledge?	skills.industry_expertise	Editorial.Personal
In what domains does Kevin excel?	skills.industry_expertise	Editorial.Personal
Describe Kevin's specialization in various industries.	skills.industry_expertise	Editorial.Personal
How does Kevin prioritize professional development?	skills.professional_development	Editorial.Personal
What steps does Kevin take to enhance his skills?	skills.professional_development	Editorial.Personal
Can you elaborate on Kevin's commitment to continuous learning?	skills.professional_development	Editorial.Personal
What strategies does Kevin employ for ongoing skill development?	skills.professional_development	Editorial.Personal
Describe Kevin's approach to staying updated with industry trends.	skills.professional_development	Editorial.Personal
What programming languages is Kevin proficient in?	skills.programming_languages	Editorial.Personal
Can you list the programming languages Kevin knows well?	skills.programming_languages	Editorial.Personal
What languages does Kevin use in his work?	skills.programming_languages	Editorial.Personal
Describe Kevin's proficiency in various programming languages.	skills.programming_languages	Editorial.Personal
In which programming languages does Kevin excel?	skills.programming_languages	Editorial.Personal
What frameworks and libraries is Kevin experienced in?	skills.frameworks_libraries	Editorial.Personal
Can you list the frameworks and libraries Kevin has expertise in?	skills.frameworks_libraries	Editorial.Personal
Describe Kevin's proficiency in various frameworks and libraries.	skills.frameworks_libraries	Editorial.Personal
What frameworks and libraries does Kevin commonly use in his projects?	skills.frameworks_libraries	Editorial.Personal
In which frameworks and libraries does Kevin demonstrate expertise?	skills.frameworks_libraries	Editorial.Personal
Which databases is Kevin skilled in?	skills.databases	Editorial.Personal
Can you list the databases Kevin is proficient with?	skills.databases	Editorial.Personal
What databases does Kevin use in his work?	skills.databases	Editorial.Personal
Describe Kevin's expertise in various databases.	skills.databases	Editorial.Personal
In which databases does Kevin excel?	skills.databases	Editorial.Personal
What development tools and platforms is Kevin experienced with?	skills.development_tools_platforms	Editorial.Personal
Can you list the development tools and platforms Kevin uses?	skills.development_tools_platforms	Editorial.Personal
Describe Kevin's experience with various development tools and platforms.	skills.development_tools_platforms	Editorial.Personal
Which tools and platforms does Kevin commonly utilize in his projects?	skills.development_tools_platforms	Editorial.Personal
In which tools and platforms does Kevin demonstrate expertise?	skills.development_tools_platforms	Editorial.Personal
What CI/CD tools and practices does Kevin have experience with?	skills.ci_cd	Editorial.Personal
Can you list the CI/CD tools Kevin is familiar with?	skills.ci_cd	Editorial.Personal
Describe Kevin's experience with CI/CD processes.	skills.ci_cd	Editorial.Personal
Which CI/CD tools does Kevin commonly use in his projects?	skills.ci_cd	Editorial.Personal
In which CI/CD practices does Kevin demonstrate expertise?	skills.ci_cd	Editorial.Personal
What testing and linting tools is Kevin proficient in?	skills.testing_linting	Editorial.Personal
Can you list the testing and linting tools Kevin uses?	skills.testing_linting	Editorial.Personal
Describe Kevin's proficiency in various testing and linting tools.	skills.testing_linting	Editorial.Personal
Which testing and linting tools does Kevin commonly utilize?	skills.testing_linting	Editorial.Personal
In which testing and linting tools does Kevin demonstrate expertise?	skills.testing_linting	Editorial.Personal
What Azure services does Kevin have expertise in?	skills.cloud_platforms.azure	Editorial.Personal
Can you list the Azure services Kevin is knowledgeable about?	skills.cloud_platforms.azure	Editorial.Personal
Describe Kevin's expertise in various Azure services.	skills.cloud_platforms.azure	Editorial.Personal
Which Azure services does Kevin commonly use?	skills.cloud_platforms.azure	Editorial.Personal
In which Azure services does Kevin demonstrate expertise?	skills.cloud_platforms.azure	Editorial.Personal
In addition to Azure, what other cloud platforms does Kevin have experience with?	skills.cloud_platforms.other	Editorial.Personal
Can you list the other cloud platforms Kevin is experienced in?	skills.cloud_platforms.other	Editorial.Personal
Describe Kevin's experience with other cloud platforms besides Azure.	skills.cloud_platforms.other	Editorial.Personal
Which other cloud platforms does Kevin commonly use?	skills.cloud_platforms.other	Editorial.Personal
In which other cloud platforms does Kevin demonstrate expertise?	skills.cloud_platforms.other	Editorial.Personal
What planning and design tools is Kevin proficient in?	skills.planning_design	Editorial.Personal
Can you list the planning and design tools Kevin uses?	skills.planning_design	Editorial.Personal
Describe Kevin's proficiency in various planning and design tools.	skills.planning_design	Editorial.Personal
Which planning and design tools does Kevin commonly utilize?	skills.planning_design	Editorial.Personal
In which planning and design tools does Kevin demonstrate expertise?	skills.planning_design	Editorial.Personal
What certifications does Kevin hold related to Azure?	certifications.azure	Editorial.Personal
Can you list Kevin's Azure-related certifications?	certifications.azure	Editorial.Personal
Describe Kevin's certifications in Azure.	certifications.azure	Editorial.Personal
Which Azure certifications has Kevin obtained?	certifications.azure	Editorial.Personal
In which Azure certifications does Kevin hold expertise?	certifications.azure	Editorial.Personal
What certifications has Kevin completed in deep learning?	certifications.deep_learning	Editorial.Personal
Can you list Kevin's certifications in deep learning?	certifications.deep_learning	Editorial.Personal
Describe Kevin's certifications related to deep learning.	certifications.deep_learning	Editorial.Personal
Which deep learning certifications has Kevin obtained?	certifications.deep_learning	Editorial.Personal
In which deep learning certifications does Kevin hold expertise?	certifications.deep_learning	Editorial.Personal
Which program did Kevin complete at MIT?	certifications.mit	Editorial.Personal
Can you list the program Kevin completed at MIT?	certifications.mit	Editorial.Personal
Describe Kevin's completion of the New Space Economy program at MIT.	certifications.mit	Editorial.Personal
What program did Kevin participate in at MIT?	certifications.mit	Editorial.Personal
In which program at MIT does Kevin hold recognition?	certifications.mit	Editorial.Personal
Where did Kevin gain advanced understanding of the space sector?	education.mit	Editorial.Personal
Can you elaborate on Kevin's education in the space sector?	education.mit	Editorial.Personal
Describe Kevin's advanced understanding of the space sector from MIT.	education.mit	Editorial.Personal
What did Kevin study at MIT related to the space sector?	education.mit	Editorial.Personal
In which program at MIT did Kevin gain expertise in the space sector?	education.mit	Editorial.Personal
From which college did Kevin graduate?	education.tci_college	Editorial.Personal
Can you list the college from which Kevin graduated?	education.tci_college	Editorial.Personal
