Question,Answer,Source
schön mit dir zu reden,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
"Es ist schön, mit dir zu reden",smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
"Wie schön ist es, mit dir zu reden",smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
Was geht dir durch den Kopf?,smalltalk.greetings.whatsup,Editorial.SmallTalk
was ist passiert,smalltalk.greetings.whatsup,Editorial.SmallTalk
Was ist los,smalltalk.greetings.whatsup,Editorial.SmallTalk
was ist los,smalltalk.greetings.whatsup,Editorial.SmallTalk
Whazzup,smalltalk.greetings.whatsup,Editorial.SmallTalk
gut was geht,smalltalk.greetings.whatsup,Editorial.SmallTalk
"Ich sagte, was geht",smalltalk.greetings.whatsup,Editorial.SmallTalk
Was ist dann los?,smalltalk.greetings.whatsup,Editorial.SmallTalk
was zittert,smalltalk.greetings.whatsup,Editorial.SmallTalk
wassup,smalltalk.greetings.whatsup,Editorial.SmallTalk
Was ist los,smalltalk.greetings.whatsup,Editorial.SmallTalk
was passiert,smalltalk.greetings.whatsup,Editorial.SmallTalk
was knackt,smalltalk.greetings.whatsup,Editorial.SmallTalk
was kocht,smalltalk.greetings.whatsup,Editorial.SmallTalk
Halli-Hallo was ist los,smalltalk.greetings.whatsup,Editorial.SmallTalk
was steht heute an,smalltalk.greetings.whatsup,Editorial.SmallTalk
Ich bin wütend,smalltalk.user.angry,Editorial.SmallTalk
Ich bin wütend,smalltalk.user.angry,Editorial.SmallTalk
ich bin verärgert,smalltalk.user.angry,Editorial.SmallTalk
Ich bin wütend,smalltalk.user.angry,Editorial.SmallTalk
ich bin sauer auf dich,smalltalk.user.angry,Editorial.SmallTalk
Ich bin wütend,smalltalk.user.angry,Editorial.SmallTalk
Ich bin wütend auf dich,smalltalk.user.angry,Editorial.SmallTalk
Ich bin zurück,smalltalk.user.back,Editorial.SmallTalk
Ich bin wieder hier,smalltalk.user.back,Editorial.SmallTalk
hier bin ich wieder,smalltalk.user.back,Editorial.SmallTalk
Ich bin zurückgekommen,smalltalk.user.back,Editorial.SmallTalk
ich kam zurück,smalltalk.user.back,Editorial.SmallTalk
Ich bin zurück gekehrt,smalltalk.user.back,Editorial.SmallTalk
das war langweilig,smalltalk.user.bored,Editorial.SmallTalk
Mir ist langweilig,smalltalk.user.bored,Editorial.SmallTalk
gelangweilt,smalltalk.user.bored,Editorial.SmallTalk
langweilig,smalltalk.user.bored,Editorial.SmallTalk
Ich fange an mich zu Langweilen,smalltalk.user.bored,Editorial.SmallTalk
das ist langweilig,smalltalk.user.bored,Editorial.SmallTalk
sehr langweilig,smalltalk.user.bored,Editorial.SmallTalk
es langweilt mich,smalltalk.user.bored,Editorial.SmallTalk
Ich bin überlastet,smalltalk.user.busy,Editorial.SmallTalk
ich habe keine Zeit,smalltalk.user.busy,Editorial.SmallTalk
ich bin beschäftigt,smalltalk.user.busy,Editorial.SmallTalk
Ich bin überfordert,smalltalk.user.busy,Editorial.SmallTalk
Ich habe Dinge zu erledigen,smalltalk.user.busy,Editorial.SmallTalk
wie beschäftigt ich bin,smalltalk.user.busy,Editorial.SmallTalk
Ich habe Arbeit zu erledigen,smalltalk.user.busy,Editorial.SmallTalk
Ich arbeite,smalltalk.user.busy,Editorial.SmallTalk
Ich habe keine Zeit dafür,smalltalk.user.busy,Editorial.SmallTalk
Ich bin schlaflos,smalltalk.user.can_not_sleep,Editorial.SmallTalk
Ich kann nicht schlafen,smalltalk.user.can_not_sleep,Editorial.SmallTalk
Ich kann nicht schlafen,smalltalk.user.can_not_sleep,Editorial.SmallTalk
Ich kann nicht schlafen,smalltalk.user.can_not_sleep,Editorial.SmallTalk
Ich kann nicht einschlafen,smalltalk.user.can_not_sleep,Editorial.SmallTalk
Ich kann nicht einschlafen,smalltalk.user.can_not_sleep,Editorial.SmallTalk
Ich kann nicht schlafen,smalltalk.user.can_not_sleep,Editorial.SmallTalk
Ich leide an Schlaflosigkeit,smalltalk.user.can_not_sleep,Editorial.SmallTalk
Schlechte Zeit zum Reden,smalltalk.user.does_not_want_to_talk,Editorial.SmallTalk
Ich will nicht reden,smalltalk.user.does_not_want_to_talk,Editorial.SmallTalk
Lass uns nicht reden,smalltalk.user.does_not_want_to_talk,Editorial.SmallTalk
Ich rede nicht mehr mit dir,smalltalk.user.does_not_want_to_talk,Editorial.SmallTalk
Ich will nicht mit dir reden,smalltalk.user.does_not_want_to_talk,Editorial.SmallTalk
Lass uns für eine Minute aufhören zu reden,smalltalk.user.does_not_want_to_talk,Editorial.SmallTalk
Ich habe keine Lust zum Plaudern,smalltalk.user.does_not_want_to_talk,Editorial.SmallTalk
ich bin begeistert,smalltalk.user.excited,Editorial.SmallTalk
ich bin sehr aufgeregt,smalltalk.user.excited,Editorial.SmallTalk
wie aufgeregt ich bin,smalltalk.user.excited,Editorial.SmallTalk
Ich bin begeistert,smalltalk.user.excited,Editorial.SmallTalk
Ich freue mich auf die Zusammenarbeit mit Ihnen,smalltalk.user.excited,Editorial.SmallTalk
"Ich freue mich darauf, unsere Freundschaft zu beginnen",smalltalk.user.excited,Editorial.SmallTalk
Lass uns schlafen gehen,smalltalk.user.going_to_bed,Editorial.SmallTalk
Ich möchte ins Bett gehen,smalltalk.user.going_to_bed,Editorial.SmallTalk
Ist es schon Zeit fürs Bett?,smalltalk.user.going_to_bed,Editorial.SmallTalk
Es ist Zeit ins Bett zu gehen,smalltalk.user.going_to_bed,Editorial.SmallTalk
"Zeit für uns, ins Bett zu gehen",smalltalk.user.going_to_bed,Editorial.SmallTalk
Ich gehe ins Bett,smalltalk.user.going_to_bed,Editorial.SmallTalk
Ich bin etwas müde und möchte ins Bett gehen,smalltalk.user.going_to_bed,Editorial.SmallTalk
es ist Schlafenszeit,smalltalk.user.going_to_bed,Editorial.SmallTalk
gehe jetzt ins Bett,smalltalk.user.going_to_bed,Editorial.SmallTalk
Mir geht es gut,smalltalk.user.good,Editorial.SmallTalk
Mir geht es einfach großartig,smalltalk.user.good,Editorial.SmallTalk
ich bin wohlauf,smalltalk.user.good,Editorial.SmallTalk
Mir geht es gut,smalltalk.user.good,Editorial.SmallTalk
Mir geht es gut,smalltalk.user.good,Editorial.SmallTalk
mir geht es gut danke,smalltalk.user.good,Editorial.SmallTalk
ich bin glücklich,smalltalk.user.happy,Editorial.SmallTalk
"Ich freue mich, dich zu sehen",smalltalk.user.happy,Editorial.SmallTalk
Glücklich,smalltalk.user.happy,Editorial.SmallTalk
"Wenn du glücklich bist, dann bin ich glücklich",smalltalk.user.happy,Editorial.SmallTalk
Ich freue mich für dich,smalltalk.user.happy,Editorial.SmallTalk
Ich helfe Ihnen gerne weiter,smalltalk.user.happy,Editorial.SmallTalk
"Ich freue mich, dich zu sehen",smalltalk.user.happy,Editorial.SmallTalk
es ist mein Jahrestag,smalltalk.user.has_anniversary,Editorial.SmallTalk
Ich feiere heute mein Jubiläum,smalltalk.user.has_anniversary,Editorial.SmallTalk
heute ist mein Jubiläum,smalltalk.user.has_anniversary,Editorial.SmallTalk
heute ist mein Jubiläum,smalltalk.user.has_anniversary,Editorial.SmallTalk
Ich wurde heute geboren,smalltalk.user.has_anniversary,Editorial.SmallTalk
Es ist mein Geburtstag,smalltalk.user.has_anniversary,Editorial.SmallTalk
Ich bin hier,smalltalk.user.here,Editorial.SmallTalk
hier bin ich,smalltalk.user.here,Editorial.SmallTalk
ich bin genau hier,smalltalk.user.here,Editorial.SmallTalk
Ich bin schon hier,smalltalk.user.here,Editorial.SmallTalk
"Kannst du sagen, ob ich hier bin oder nicht?",smalltalk.user.here,Editorial.SmallTalk
ich mache Witze,smalltalk.user.joking,Editorial.SmallTalk
Ich scherze nur,smalltalk.user.joking,Editorial.SmallTalk
Ich bin nur lustig,smalltalk.user.joking,Editorial.SmallTalk
es war ein Scherz,smalltalk.user.joking,Editorial.SmallTalk
ich hab nur Spass gemacht,smalltalk.user.joking,Editorial.SmallTalk
es ist ein Witz,smalltalk.user.joking,Editorial.SmallTalk
scherzen,smalltalk.user.joking,Editorial.SmallTalk
nur ein Scherz,smalltalk.user.joking,Editorial.SmallTalk
scherzhaft,smalltalk.user.joking,Editorial.SmallTalk
Ich spiele nur mit dir,smalltalk.user.joking,Editorial.SmallTalk
"Ich mag dich so, wie du bist",smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag dich,smalltalk.user.likes_agent,Editorial.SmallTalk
ich mag dich sehr,smalltalk.user.likes_agent,Editorial.SmallTalk
"Ich denke, Ich mag dich",smalltalk.user.likes_agent,Editorial.SmallTalk
ich mochte dich,smalltalk.user.likes_agent,Editorial.SmallTalk
mag dich sehr,smalltalk.user.likes_agent,Editorial.SmallTalk
du bist besonders,smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag dich auch,smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag dich wirklich,smalltalk.user.likes_agent,Editorial.SmallTalk
aber ich mag dich,smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag Dich,smalltalk.user.likes_agent,Editorial.SmallTalk
genau wie du,smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag dich sehr,smalltalk.user.likes_agent,Editorial.SmallTalk
Ich habe dich sehr gerne,smalltalk.user.likes_agent,Editorial.SmallTalk
"Ja, ich mag dich",smalltalk.user.likes_agent,Editorial.SmallTalk
du bist etwas Besonderes,smalltalk.user.likes_agent,Editorial.SmallTalk
"Ja, Ich mag dich",smalltalk.user.likes_agent,Editorial.SmallTalk
"Okay, ich mag dich",smalltalk.user.likes_agent,Editorial.SmallTalk
du bist etwas Besonderes für mich,smalltalk.user.likes_agent,Editorial.SmallTalk
du bist etwas Besonderes,smalltalk.user.likes_agent,Editorial.SmallTalk
du bist so süß,smalltalk.user.likes_agent,Editorial.SmallTalk
"Du weißt, dass ich dich mag",smalltalk.user.likes_agent,Editorial.SmallTalk
darum mag ich dich,smalltalk.user.likes_agent,Editorial.SmallTalk
"Ich mag dich, Baby",smalltalk.user.likes_agent,Editorial.SmallTalk
du bist etwas ganz Besonderes für mich,smalltalk.user.likes_agent,Editorial.SmallTalk
ich mag dich einfach,smalltalk.user.likes_agent,Editorial.SmallTalk
Hey ich mag dich,smalltalk.user.likes_agent,Editorial.SmallTalk
"Danke, ich mag dich auch",smalltalk.user.likes_agent,Editorial.SmallTalk
ich mag dich,smalltalk.user.likes_agent,Editorial.SmallTalk
du bist etwas Besonderes für mich,smalltalk.user.likes_agent,Editorial.SmallTalk
"Nein, ich mag dich so wie du bist",smalltalk.user.likes_agent,Editorial.SmallTalk
ich mag dich jetzt schon,smalltalk.user.likes_agent,Editorial.SmallTalk
"Nun, du bist etwas Besonderes",smalltalk.user.likes_agent,Editorial.SmallTalk
Aber ich mag dich wirklich,smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag dich mehr,smalltalk.user.likes_agent,Editorial.SmallTalk
"Das ist es, was ich an dir mag",smalltalk.user.likes_agent,Editorial.SmallTalk
Du bist so besonders,smalltalk.user.likes_agent,Editorial.SmallTalk
"Hi, ich mag dich",smalltalk.user.likes_agent,Editorial.SmallTalk
ich mag dich wirklich wirklich sehr,smalltalk.user.likes_agent,Editorial.SmallTalk
Du bist etwas ganz Besonderes,smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag dich als Freund,smalltalk.user.likes_agent,Editorial.SmallTalk
"Das liegt daran, dass du etwas Besonderes bist",smalltalk.user.likes_agent,Editorial.SmallTalk
"Ich sagte, ich mag dich",smalltalk.user.likes_agent,Editorial.SmallTalk
du bist so besonders,smalltalk.user.likes_agent,Editorial.SmallTalk
gut ich mag dich,smalltalk.user.likes_agent,Editorial.SmallTalk
"Ja, du bist etwas Besonderes",smalltalk.user.likes_agent,Editorial.SmallTalk
ich mag dein Lächeln,smalltalk.user.likes_agent,Editorial.SmallTalk
"Ich mag dich so, wie du bist",smalltalk.user.likes_agent,Editorial.SmallTalk
ich beginne dich zu mögen,smalltalk.user.likes_agent,Editorial.SmallTalk
"Du bist großartig, ich mag dich",smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag dich auch,smalltalk.user.likes_agent,Editorial.SmallTalk
aber ich mag dich,smalltalk.user.likes_agent,Editorial.SmallTalk
Natürlich mag ich dich,smalltalk.user.likes_agent,Editorial.SmallTalk
"Ich mag dich auch, du bist einer meiner Lieblingsmenschen, mit denen ich chatte",smalltalk.user.likes_agent,Editorial.SmallTalk
aber ich mag dich so sehr,smalltalk.user.likes_agent,Editorial.SmallTalk
mag dich sehr,smalltalk.user.likes_agent,Editorial.SmallTalk
"Du bist lustig, ich mag dich",smalltalk.user.likes_agent,Editorial.SmallTalk
ich mag dich irgendwie,smalltalk.user.likes_agent,Editorial.SmallTalk
Du bist so besonders zu mir,smalltalk.user.likes_agent,Editorial.SmallTalk
Du bist mir sehr wichtig,smalltalk.user.likes_agent,Editorial.SmallTalk
Das gefällt mir an dir,smalltalk.user.likes_agent,Editorial.SmallTalk
aber ich mag dich so wie du bist,smalltalk.user.likes_agent,Editorial.SmallTalk
"Okay, ich mag dich auch",smalltalk.user.likes_agent,Editorial.SmallTalk
"Ich mag dich, du bist cool",smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag dich sehr,smalltalk.user.likes_agent,Editorial.SmallTalk
"Ich mag dich, du bist nett",smalltalk.user.likes_agent,Editorial.SmallTalk
"Entschuldigung, ich mag dich",smalltalk.user.likes_agent,Editorial.SmallTalk
"Danke, ich mag dich auch",smalltalk.user.likes_agent,Editorial.SmallTalk
Du bist wirklich etwas Besonderes,smalltalk.user.likes_agent,Editorial.SmallTalk
Du bist so besonders für mich,smalltalk.user.likes_agent,Editorial.SmallTalk
Weil ich dich mag,smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag dich jetzt,smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag dich so,smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag dich zu sehr,smalltalk.user.likes_agent,Editorial.SmallTalk
Ich mag dich wirklich,smalltalk.user.likes_agent,Editorial.SmallTalk
"Ich mag dich wirklich, wirklich, wirklich sehr",smalltalk.user.likes_agent,Editorial.SmallTalk
"Ich mag dich, so wie du bist",smalltalk.user.likes_agent,Editorial.SmallTalk
ich bin einsam,smalltalk.user.lonely,Editorial.SmallTalk
Ich bin sehr einsam,smalltalk.user.lonely,Editorial.SmallTalk
ich bin so alleine,smalltalk.user.lonely,Editorial.SmallTalk
Ich bin wirklich einsam,smalltalk.user.lonely,Editorial.SmallTalk
ich fühle mich einsam,smalltalk.user.lonely,Editorial.SmallTalk
ich fühle mich einsam,smalltalk.user.lonely,Editorial.SmallTalk
Wie sehe ich aus,smalltalk.user.looks_like,Editorial.SmallTalk
wie sehe ich aus,smalltalk.user.looks_like,Editorial.SmallTalk
sehe ich gut aus,smalltalk.user.looks_like,Editorial.SmallTalk
"Weißt du, wie ich aussehe?",smalltalk.user.looks_like,Editorial.SmallTalk
"Kannst du sehen, wie ich aussehe?",smalltalk.user.looks_like,Editorial.SmallTalk
"Wie denkst du, dass ich aussehe?",smalltalk.user.looks_like,Editorial.SmallTalk
Ich liebe dich,smalltalk.user.loves_agent,Editorial.SmallTalk
liebe dich,smalltalk.user.loves_agent,Editorial.SmallTalk
ich verehre dich,smalltalk.user.loves_agent,Editorial.SmallTalk
ich liebe dich,smalltalk.user.loves_agent,Editorial.SmallTalk
Ich liebe dich so sehr,smalltalk.user.loves_agent,Editorial.SmallTalk
Ich liebe dich auch,smalltalk.user.loves_agent,Editorial.SmallTalk
"Ich glaube, ich liebe dich",smalltalk.user.loves_agent,Editorial.SmallTalk
dich lieben,smalltalk.user.loves_agent,Editorial.SmallTalk
"Sie wissen, ich liebe dich",smalltalk.user.loves_agent,Editorial.SmallTalk
Ich vermisse dich,smalltalk.user.misses_agent,Editorial.SmallTalk
vermisse dich,smalltalk.user.misses_agent,Editorial.SmallTalk
vermisse dich,smalltalk.user.misses_agent,Editorial.SmallTalk
Vermisse dich schon,smalltalk.user.misses_agent,Editorial.SmallTalk
Ich vermisse dich sehr,smalltalk.user.misses_agent,Editorial.SmallTalk
Ich habe dich vermisst,smalltalk.user.misses_agent,Editorial.SmallTalk
Ich habe dich vermisst,smalltalk.user.misses_agent,Editorial.SmallTalk
was soll ich deswegen machen,smalltalk.user.needs_advice,Editorial.SmallTalk
irgendwelche Vorschläge,smalltalk.user.needs_advice,Editorial.SmallTalk
Was empfehlen Sie,smalltalk.user.needs_advice,Editorial.SmallTalk
gib mir einen klugen Rat,smalltalk.user.needs_advice,Editorial.SmallTalk
Ich brauche Hilfe,smalltalk.user.needs_advice,Editorial.SmallTalk
irgendein Rat,smalltalk.user.needs_advice,Editorial.SmallTalk
Hast du einen Rat für mich?,smalltalk.user.needs_advice,Editorial.SmallTalk
berate mich,smalltalk.user.needs_advice,Editorial.SmallTalk
was soll ich machen,smalltalk.user.needs_advice,Editorial.SmallTalk
Darf ich Sie um Rat fragen?,smalltalk.user.needs_advice,Editorial.SmallTalk
können Sie mich beraten,smalltalk.user.needs_advice,Editorial.SmallTalk
führe mich,smalltalk.user.needs_advice,Editorial.SmallTalk
Können Sie mir einen Rat geben?,smalltalk.user.needs_advice,Editorial.SmallTalk
Können Sie uns einen Rat geben?,smalltalk.user.needs_advice,Editorial.SmallTalk
Gib mir einen Rat dazu,smalltalk.user.needs_advice,Editorial.SmallTalk
Gib mir einen guten Rat,smalltalk.user.needs_advice,Editorial.SmallTalk
hilf mir mit Ratschlägen,smalltalk.user.needs_advice,Editorial.SmallTalk
Ich könnte einen Rat gebrauchen,smalltalk.user.needs_advice,Editorial.SmallTalk
Ich brauche einen Rat von Ihnen,smalltalk.user.needs_advice,Editorial.SmallTalk
Ich bitte um Ihren Rat,smalltalk.user.needs_advice,Editorial.SmallTalk
was könnt ihr empfehlen,smalltalk.user.needs_advice,Editorial.SmallTalk
was schlagen Sie vor,smalltalk.user.needs_advice,Editorial.SmallTalk
Wie lautet dein Rat,smalltalk.user.needs_advice,Editorial.SmallTalk
ich bin traurig,smalltalk.user.sad,Editorial.SmallTalk
Ich trauere,smalltalk.user.sad,Editorial.SmallTalk
Ich bin deprimiert,smalltalk.user.sad,Editorial.SmallTalk
ich bin traurig,smalltalk.user.sad,Editorial.SmallTalk
Ich bin verärgert,smalltalk.user.sad,Editorial.SmallTalk
Ich bin unglücklich,smalltalk.user.sad,Editorial.SmallTalk
Ich habe einen schlechten Tag,smalltalk.user.sad,Editorial.SmallTalk
Ich will weinen,smalltalk.user.sad,Editorial.SmallTalk
Ich bin nicht glücklich,smalltalk.user.sad,Editorial.SmallTalk
ich bin schläfrig,smalltalk.user.sleepy,Editorial.SmallTalk
Ich möchte schlafen,smalltalk.user.sleepy,Editorial.SmallTalk
Ich schlafe ein,smalltalk.user.sleepy,Editorial.SmallTalk
Ich schlafe im Stehen ein,smalltalk.user.sleepy,Editorial.SmallTalk
ich schlafe,smalltalk.user.sleepy,Editorial.SmallTalk
prüfen,smalltalk.user.testing_agent,Editorial.SmallTalk
Ich teste dich,smalltalk.user.testing_agent,Editorial.SmallTalk
kann ich dich testen,smalltalk.user.testing_agent,Editorial.SmallTalk
Ich möchte dich testen,smalltalk.user.testing_agent,Editorial.SmallTalk
Ich teste dich nur,smalltalk.user.testing_agent,Editorial.SmallTalk
Lass mich dich testen,smalltalk.user.testing_agent,Editorial.SmallTalk
Chatbot testen,smalltalk.user.testing_agent,Editorial.SmallTalk
testen,smalltalk.user.testing_agent,Editorial.SmallTalk
ich bin ausgelaugt,smalltalk.user.tired,Editorial.SmallTalk
Ich habe überarbeitet,smalltalk.user.tired,Editorial.SmallTalk
Ich bin müde,smalltalk.user.tired,Editorial.SmallTalk
Ich bin erschöpft,smalltalk.user.tired,Editorial.SmallTalk
Ich werde müde,smalltalk.user.tired,Editorial.SmallTalk
Ich bin erschöpft,smalltalk.user.tired,Editorial.SmallTalk
ich werde müde,smalltalk.user.tired,Editorial.SmallTalk
ich bin müde,smalltalk.user.tired,Editorial.SmallTalk
Ich warte,smalltalk.user.waits,Editorial.SmallTalk
warte noch,smalltalk.user.waits,Editorial.SmallTalk
Ich werde warten,smalltalk.user.waits,Editorial.SmallTalk
Ich kann es kaum erwarten,smalltalk.user.waits,Editorial.SmallTalk
Wie lange muss ich warten,smalltalk.user.waits,Editorial.SmallTalk
Ich würde dich gerne wiedersehen,smalltalk.user.wants_to_see_agent_again,Editorial.SmallTalk
Ich hoffe dich wieder zu sehen,smalltalk.user.wants_to_see_agent_again,Editorial.SmallTalk
"Es wäre schön, Sie wiederzusehen",smalltalk.user.wants_to_see_agent_again,Editorial.SmallTalk
"Es wäre toll, dich wiederzusehen",smalltalk.user.wants_to_see_agent_again,Editorial.SmallTalk
"Ich würde mich freuen, Sie wiederzusehen",smalltalk.user.wants_to_see_agent_again,Editorial.SmallTalk
Ich werde dich vermissen,smalltalk.user.wants_to_see_agent_again,Editorial.SmallTalk
Kann ich dich noch mal sehen,smalltalk.user.wants_to_see_agent_again,Editorial.SmallTalk
ich möchte nur reden,smalltalk.user.wants_to_talk,Editorial.SmallTalk
Lass uns etwas besprechen,smalltalk.user.wants_to_talk,Editorial.SmallTalk
Lass uns eine Diskussion führen,smalltalk.user.wants_to_talk,Editorial.SmallTalk
kann ich Sprechen,smalltalk.user.wants_to_talk,Editorial.SmallTalk
kann ich anfangen zu sprechen?,smalltalk.user.wants_to_talk,Editorial.SmallTalk
können wir reden,smalltalk.user.wants_to_talk,Editorial.SmallTalk
Lass uns reden,smalltalk.user.wants_to_talk,Editorial.SmallTalk
Ich möchte mit dir reden,smalltalk.user.wants_to_talk,Editorial.SmallTalk
Ich muss mit Ihnen reden,smalltalk.user.wants_to_talk,Editorial.SmallTalk
ich will mit dir sprechen,smalltalk.user.wants_to_talk,Editorial.SmallTalk
können wir uns unterhalten,smalltalk.user.wants_to_talk,Editorial.SmallTalk
Ich melde mich gleich bei Ihnen,smalltalk.user.will_be_back,Editorial.SmallTalk
Bin in 5 Minuten zurück,smalltalk.user.will_be_back,Editorial.SmallTalk
Ich komme wieder,smalltalk.user.will_be_back,Editorial.SmallTalk
"Ich verspreche, wiederzukommen",smalltalk.user.will_be_back,Editorial.SmallTalk
Ich bin in ein paar Minuten zurück,smalltalk.user.will_be_back,Editorial.SmallTalk
Welche Arbeit macht Kevin?,work.ses.strategy,Editorial.Personal
Welche Arbeit macht Kevin bei SES?,work.ses.strategy,Editorial.Personal
Welche Arbeit hat Kevin bei SES im Zusammenhang mit Strategie geleistet?,work.ses.strategy,Editorial.Personal
Welche strategischen Aufgaben hatte Kevin bei SES?,work.ses.strategy,Editorial.Personal
Was hat Kevin bei SES in Bezug auf die Strategie erreicht?,work.ses.strategy,Editorial.Personal
Welche Arbeit hat Kevin bei SES im Zusammenhang mit Innovation geleistet?,work.ses.innovation,Editorial.Personal
Welche Aufgaben hatte Kevin bei SES im Zusammenhang mit Innovation?,work.ses.innovation,Editorial.Personal
Welche Arbeit hat Kevin bei SES im Zusammenhang mit Ergebnissen geleistet?,work.ses.outcomes,Editorial.Personal
Welche Aufgaben hatte Kevin bei SES in Bezug auf die Ergebnisse?,work.ses.outcomes,Editorial.Personal
Was hat Kevin bei SES in Bezug auf die Ergebnisse erreicht?,work.ses.outcomes,Editorial.Personal
Welche Arbeit hat Kevin bei EmailTree AI gemacht?,work.emailtree.delivery,Editorial.Personal
Welche Aufgaben hatte Kevin bei EmailTree AI?,work.emailtree.delivery,Editorial.Personal
Was hat Kevin bei EmailTree AI erreicht?,work.emailtree.delivery,Editorial.Personal
Welche Arbeit hat Kevin bei Devoteam gemacht?,work.devoteam.transformation,Editorial.Personal
Welche Aufgaben hatte Kevin bei Devoteam?,work.devoteam.transformation,Editorial.Personal
Was hat Kevin bei Devoteam erreicht?,work.devoteam.transformation,Editorial.Personal
War Kevin Berater bei Devoteam?,work.devoteam.transformation,Editorial.Personal
Hat Kevin als Berater bei Devoteam gearbeitet?,work.devoteam.transformation,Editorial.Personal
Hat Kevin an der AI Academy bei Microsoft gearbeitet?,work.microsoft.academy,Editorial.Personal
War Kevin an der AI Academy bei Microsoft beteiligt?,work.microsoft.academy,Editorial.Personal
Welche Arbeit hat Kevin bei Deloitte gemacht?,work.deloitte.expansion,Editorial.Personal
Welche Aufgaben hatte Kevin bei Deloitte?,work.deloitte.expansion,Editorial.Personal
Was hat Kevin bei Deloitte erreicht?,work.deloitte.expansion,Editorial.Personal
Welche Arbeit hat Kevin bei der Europäischen Investitionsbank gemacht?,work.eib.leader,Editorial.Personal
Welche Aufgaben hatte Kevin bei der Europäischen Investitionsbank?,work.eib.leader,Editorial.Personal
Was hat Kevin bei der Europäischen Investitionsbank erreicht?,work.eib.leader,Editorial.Personal
Welche Arbeit hat Kevin bei PricewaterhouseCoopers gemacht?,work.pwc.engineer,Editorial.Personal
Welche Aufgaben hatte Kevin bei PricewaterhouseCoopers?,work.pwc.engineer,Editorial.Personal
Was hat Kevin bei PricewaterhouseCoopers erreicht?,work.pwc.engineer,Editorial.Personal
Über welche internationale Erfahrung verfügt Kevin?,skills.international_experience,Editorial.Personal
Können Sie Kevins internationale Erfahrung näher erläutern?,skills.international_experience,Editorial.Personal
Wie hat Kevin seine Anpassungsfähigkeit an unterschiedliche Arbeitsumgebungen unter Beweis gestellt?,skills.international_experience,Editorial.Personal
Auf welche Weise hat Kevin seine internationale Präsenz unter Beweis gestellt?,skills.international_experience,Editorial.Personal
Beschreiben Sie Kevins Erfahrungen bei der Arbeit in verschiedenen Ländern.,skills.international_experience,Editorial.Personal
Über welche Führungs- und Managementfähigkeiten verfügt Kevin?,skills.leadership_and_management,Editorial.Personal
Wie hat Kevin in seiner Karriere Führungsqualitäten unter Beweis gestellt?,skills.leadership_and_management,Editorial.Personal
Können Sie Beispiele für Kevins Führungsqualitäten nennen?,skills.leadership_and_management,Editorial.Personal
Welche Managementfähigkeiten weist Kevin auf?,skills.leadership_and_management,Editorial.Personal
Beschreiben Sie Kevins Ansatz zur Führung von Teams.,skills.leadership_and_management,Editorial.Personal
An welchen einflussreichen Projekten war Kevin beteiligt?,skills.impactful_projects,Editorial.Personal
Können Sie einige von Kevins bemerkenswerten Projekten auflisten?,skills.impactful_projects,Editorial.Personal
Wie haben sich Kevins Projekte ausgewirkt?,skills.impactful_projects,Editorial.Personal
Was sind einige Beispiele für Kevins wirkungsvolle Initiativen?,skills.impactful_projects,Editorial.Personal
"Beschreiben Sie die Projekte, die für Kevins Karriere von entscheidender Bedeutung waren.",skills.impactful_projects,Editorial.Personal
Auf welche Branchen ist Kevin spezialisiert?,skills.industry_expertise,Editorial.Personal
In welchen Bereichen verfügt Kevin über Fachkenntnisse?,skills.industry_expertise,Editorial.Personal
Können Sie Kevins Branchenkenntnisse aufzählen?,skills.industry_expertise,Editorial.Personal
In welchen Bereichen zeichnet sich Kevin aus?,skills.industry_expertise,Editorial.Personal
Beschreiben Sie Kevins Spezialisierung auf verschiedene Branchen.,skills.industry_expertise,Editorial.Personal
Wie priorisiert Kevin die berufliche Weiterentwicklung?,skills.professional_development,Editorial.Personal
"Welche Schritte unternimmt Kevin, um seine Fähigkeiten zu verbessern?",skills.professional_development,Editorial.Personal
Können Sie Kevins Engagement für kontinuierliches Lernen näher erläutern?,skills.professional_development,Editorial.Personal
Welche Strategien wendet Kevin für die kontinuierliche Weiterentwicklung seiner Fähigkeiten an?,skills.professional_development,Editorial.Personal
"Beschreiben Sie Kevins Ansatz, um über Branchentrends auf dem Laufenden zu bleiben.",skills.professional_development,Editorial.Personal
Welche Programmiersprachen beherrscht Kevin?,skills.programming_languages,Editorial.Personal
"Können Sie die Programmiersprachen auflisten, die Kevin gut beherrscht?",skills.programming_languages,Editorial.Personal
